question_id,category,complexity,retrieval_k,retrieved_exemplar_ids,generated_cypher,CV,ES,EM,VM_F1_strict,VM_F1_tolerant,RMEM_strict,RMEM_tolerant,generation_latency,execution_status,execution_error,gold_has_validity_filter,reference_ok
q061,aggregate,medium,5,JP14|JP02|JP05|JP04|JP03,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Okinawa Prefecture'
  AND t.year = 2018
  AND t.season = 'Summer'
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN l.prefecture_en AS prefecture,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS total_readings",1.0,1.0,0.0,0.6667,0.6667,0,0,10.848,executed,,1,1
q062,aggregate,medium,5,JP05|JP14|JP02|JP04|JP26,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Osaka Prefecture'
  AND t.year = 2023
  AND t.season = 'Winter'
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN l.prefecture_en AS prefecture,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS total_readings",1.0,1.0,0.0,0.6667,0.6667,0,0,10.751,executed,,1,1
q063,aggregate,medium,5,JP02|JP14|JP05|JP04|JP08,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Miyagi Prefecture'
  AND t.year = 2022
  AND t.season = 'Spring'
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN l.prefecture_en AS prefecture,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS total_readings",1.0,1.0,0.0,0.6667,0.6667,0,0,10.893,executed,,1,1
q064,aggregate,medium,5,JP02|JP05|JP14|JP04|JP26,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Miyagi Prefecture'
  AND t.year = 2021
  AND t.season = 'Spring'
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN l.prefecture_en AS prefecture,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS total_readings",1.0,1.0,0.0,0.6667,0.6667,0,0,10.935,executed,,1,1
q065,aggregate,medium,5,JP16|JP17|JP01|JP04|JP26,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Toyama Prefecture'
  AND t.year = 2019
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH p.pm25_level AS level, count(p) AS cnt
ORDER BY level
RETURN level, cnt",1.0,1.0,0.0,0.9091,0.9091,0,0,14.135,executed,,0,1
q068,aggregate,medium,5,JP02|JP14|JP17|JP04|JP05,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Nagasaki Prefecture'
  AND t.year = 2021
  AND t.season = 'Autumn'
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN l.prefecture_en AS prefecture,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS total_readings",1.0,1.0,0.0,0.6667,0.6667,0,0,10.793,executed,,1,1
q070,aggregate,medium,5,JP02|JP14|JP04|JP05|JP08,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Ibaraki Prefecture'
  AND t.year = 2022
  AND t.season = 'Spring'
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN l.prefecture_en AS prefecture,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS total_readings",1.0,1.0,0.0,0.6667,0.6667,0,0,10.752,executed,,1,1
q071,aggregate,medium,5,JP02|JP05|JP14|JP04|JP12,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Iwate Prefecture'
  AND t.year = 2023
  AND t.season = 'Summer'
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN l.prefecture_en AS prefecture,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS total_readings",1.0,1.0,0.0,0.6667,0.6667,0,0,10.834,executed,,1,1
q073,aggregate,medium,5,JP02|JP14|JP05|JP04|JP26,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Saga Prefecture'
  AND t.year = 2020
  AND t.season = 'Autumn'
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN l.prefecture_en AS prefecture,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS total_readings",1.0,1.0,0.0,0.6667,0.6667,0,0,10.741,executed,,1,1
q074,aggregate,medium,5,JP14|JP02|JP04|JP05|JP08,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Kanagawa Prefecture'
  AND t.year = 2023
  AND t.season = 'Summer'
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN l.prefecture_en AS prefecture,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS total_readings",1.0,1.0,0.0,0.6667,0.6667,0,0,10.508,executed,,1,1
q075,aggregate,medium,5,JP02|JP05|JP14|JP04|JP12,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Aichi Prefecture'
  AND t.year = 2023
  AND t.season = 'Winter'
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN l.prefecture_en AS prefecture,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS total_readings",1.0,1.0,0.0,0.6667,0.6667,0,0,10.799,executed,,1,1
q076,aggregate,medium,5,JP02|JP05|JP14|JP04|JP12,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Okayama Prefecture'
  AND t.year = 2019
  AND t.season = 'Winter'
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN l.prefecture_en AS prefecture,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS total_readings",1.0,1.0,0.0,0.6667,0.6667,0,0,9.888,executed,,1,1
q077,aggregate,medium,5,JP05|JP02|JP14|JP04|JP12,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Miyagi Prefecture'
  AND t.season = 'Winter'
  AND t.year = 2020
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN l.prefecture_en AS prefecture,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS total_readings",1.0,1.0,0.0,0.6667,0.6667,0,0,10.931,executed,,1,1
q079,aggregate,medium,5,JP02|JP16|JP17|JP04|JP26,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Aichi Prefecture'
  AND t.year = 2020
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN p.pm25_level AS pm25_level,
       count(p) AS reading_count
ORDER BY pm25_level",1.0,1.0,0.0,0.9091,0.9091,0,0,11.227,executed,,0,1
q080,aggregate,medium,5,JP02|JP14|JP04|JP05|JP16,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Gunma Prefecture'
  AND t.year = 2024
  AND t.season = 'Summer'
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN l.prefecture_en AS prefecture,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS total_readings",1.0,1.0,0.0,0.6667,0.6667,0,0,10.461,executed,,1,1
q081,aggregate,medium,5,JP14|JP05|JP04|JP02|JP08,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Hokkaido Prefecture'
  AND t.year = 2023
  AND t.season = 'Summer'
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS total_readings",1.0,1.0,0.0,0.8,0.8,0,0,10.101,executed,,1,1
q082,aggregate,medium,5,JP02|JP14|JP05|JP04|JP26,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Tochigi Prefecture'
  AND t.season = 'Autumn'
  AND t.year = 2024
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN l.prefecture_en AS prefecture,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS total_readings",1.0,1.0,0.0,0.6667,0.6667,0,0,10.967,executed,,1,1
q083,aggregate,medium,5,JP14|JP02|JP05|JP04|JP03,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Kyoto Prefecture'
  AND t.year = 2018
  AND t.season = 'Summer'
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN l.prefecture_en AS prefecture,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS total_readings",1.0,1.0,0.0,0.6667,0.6667,0,0,10.693,executed,,1,1
q085,aggregate,medium,5,JP05|JP14|JP02|JP12|JP04,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Tottori Prefecture'
  AND t.season = 'Winter'
  AND t.year = 2024
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN round(avg(p.pm25), 2) AS avg_pm25",1.0,1.0,0.0,0.5,0.5,0,0,9.613,executed,,1,1
q086,aggregate,medium,5,JP17|JP04|JP26|JP01|JP16,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Yamagata Prefecture'
  AND t.year = 2025
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH p.pm25_level AS level, count(p) AS cnt
ORDER BY level
RETURN level, cnt",1.0,1.0,0.0,0.9091,0.9091,0,0,13.302,executed,,0,1
q088,aggregate,medium,5,JP05|JP02|JP14|JP04|JP12,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Ibaraki Prefecture'
  AND t.season = 'Winter'
  AND t.year = 2020
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS total_readings",1.0,1.0,0.0,0.8,0.8,0,0,10.613,executed,,1,1
q090,aggregate,medium,5,JP17|JP01|JP04|JP16|JP13,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Kagoshima Prefecture'
  AND t.year = 2018
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH p.pm25_level AS level, count(p) AS cnt
ORDER BY level
RETURN level, cnt",1.0,1.0,0.0,0.8182,0.8182,0,0,14.362,executed,,0,1
q092,temporal,complex,5,JP04|JP02|JP14|JP05|JP26,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Aomori Prefecture'
  AND t.year = 2020
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.season AS season,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS readings
ORDER BY avg_pm25 DESC",1.0,1.0,0.0,0.8,0.8,0,0,16.184,executed,,1,1
q093,temporal,complex,5,JP02|JP14|JP15|JP08|JP04,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Iwate Prefecture'
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.year AS year,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS readings
ORDER BY year",1.0,0.0,0.0,0.0,0.0,0,0,10.356,execution_failure,Timeout: exceeded 30s,1,1
q094,temporal,complex,5,JP14|JP02|JP04|JP05|JP08,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Gunma Prefecture'
  AND t.year = 2025
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.month AS month,
       t.month_name AS month_name,
       round(avg(p.pm25), 2) AS avg_pm25
ORDER BY month",1.0,1.0,0.0,0.8,0.8,0,0,10.083,executed,,1,1
q095,temporal,complex,5,JP14|JP02|JP04|JP05|JP08,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Tottori Prefecture'
  AND t.year = 2025
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.month AS month,
       t.month_name AS month_name,
       round(avg(p.pm25), 2) AS avg_pm25
ORDER BY month",1.0,1.0,0.0,0.8,0.8,0,0,10.837,executed,,1,1
q097,temporal,complex,5,JP14|JP27|JP04|JP02|JP08,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Tokushima Prefecture'
  AND t.year = 2025
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.month AS month,
       t.month_name AS month_name,
       round(avg(p.pm25), 2) AS avg_pm25
ORDER BY month",1.0,1.0,0.0,0.8,0.8,0,0,10.527,executed,,1,1
q098,temporal,complex,5,JP14|JP02|JP04|JP05|JP08,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Kumamoto Prefecture'
  AND t.year = 2022
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.month AS month,
       t.month_name AS month_name,
       round(avg(p.pm25), 2) AS avg_pm25
ORDER BY month",1.0,1.0,0.0,0.8,0.8,0,0,10.517,executed,,1,1
q099,temporal,complex,5,JP14|JP02|JP04|JP05|JP08,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Ibaraki Prefecture'
  AND t.year = 2018
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.month AS month,
       t.month_name AS month_name,
       round(avg(p.pm25), 2) AS avg_pm25
ORDER BY month",1.0,1.0,0.0,0.8,0.8,0,0,10.085,executed,,1,1
q102,temporal,complex,5,JP04|JP02|JP05|JP14|JP22,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Oita Prefecture'
  AND t.year = 2018
  AND p.pm25 >= 0 AND p.pm25 <= 500
  AND t.season IS NOT NULL
RETURN t.season AS season,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS readings
ORDER BY avg_pm25 DESC",1.0,1.0,0.0,0.8,0.8,0,0,16.227,executed,,1,1
q103,temporal,complex,5,JP04|JP14|JP05|JP08|JP06,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Hokkaido Prefecture'
  AND t.year = 2021
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.season AS season,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS readings
ORDER BY avg_pm25 DESC",1.0,1.0,0.0,0.8,0.8,0,0,11.626,executed,,1,1
q104,temporal,complex,5,JP14|JP02|JP04|JP05|JP26,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Hiroshima Prefecture'
  AND t.year = 2018
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.month AS month,
       t.month_name AS month_name,
       round(avg(p.pm25), 2) AS avg_pm25
ORDER BY month",1.0,1.0,0.0,0.8,0.8,0,0,9.836,executed,,1,1
q105,temporal,complex,5,JP04|JP14|JP02|JP08|JP05,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Miyazaki Prefecture'
  AND t.year = 2022
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.season AS season,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS readings
ORDER BY avg_pm25 DESC",1.0,1.0,0.0,0.8,0.8,0,0,15.767,executed,,1,1
q106,temporal,complex,5,JP02|JP04|JP14|JP05|JP22,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Aichi Prefecture'
  AND t.year = 2022
  AND p.pm25 >= 0 AND p.pm25 <= 500
  AND t.season IS NOT NULL
RETURN t.season AS season,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS readings
ORDER BY avg_pm25 DESC",1.0,1.0,0.0,0.8,0.8,0,0,16.164,executed,,1,1
q108,temporal,complex,5,JP04|JP14|JP02|JP05|JP26,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Nara Prefecture'
  AND t.year = 2023
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.season AS season,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS readings
ORDER BY avg_pm25 DESC",1.0,1.0,0.0,0.8,0.8,0,0,16.228,executed,,1,1
q109,temporal,complex,5,JP04|JP02|JP14|JP22|JP05,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Shiga Prefecture'
  AND t.year = 2024
  AND p.pm25 >= 0 AND p.pm25 <= 500
  AND t.season IS NOT NULL
RETURN t.season AS season,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS readings
ORDER BY avg_pm25 DESC",1.0,1.0,0.0,0.8,0.8,0,0,16.155,executed,,1,1
q111,temporal,complex,5,JP04|JP14|JP05|JP08|JP06,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Hokkaido Prefecture'
  AND t.year = 2025
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.season AS season,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS readings
ORDER BY avg_pm25 DESC",1.0,1.0,0.0,0.8,0.8,0,0,11.606,executed,,1,1
q112,temporal,complex,5,JP04|JP14|JP17|JP05|JP08,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Hiroshima Prefecture'
  AND t.year = 2020
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH t.season AS season, round(avg(p.pm25), 2) AS avg_pm25
ORDER BY avg_pm25 DESC
RETURN season, avg_pm25",1.0,1.0,0.0,1.0,1.0,1,1,11.216,executed,,1,1
q114,temporal,complex,5,JP04|JP05|JP14|JP02|JP22,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Miyagi Prefecture'
  AND t.year = 2025
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH t.season AS season, round(avg(p.pm25), 2) AS avg_pm25
ORDER BY avg_pm25 DESC
RETURN season, avg_pm25",1.0,1.0,0.0,1.0,1.0,1,1,16.155,executed,,1,1
q115,temporal,complex,5,JP02|JP14|JP05|JP04|JP08,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Shimane Prefecture'
  AND t.year = 2023
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.month AS month,
       t.month_name AS month_name,
       round(avg(p.pm25), 2) AS avg_pm25
ORDER BY month",1.0,1.0,0.0,0.8,0.8,0,0,10.518,executed,,1,1
q116,temporal,complex,5,JP04|JP14|JP02|JP05|JP08,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Miyazaki Prefecture'
  AND t.year = 2019
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.season AS season,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS readings
ORDER BY avg_pm25 DESC",1.0,1.0,0.0,0.8,0.8,0,0,15.506,executed,,1,1
q117,temporal,complex,5,JP14|JP02|JP04|JP05|JP08,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Kyoto Prefecture'
  AND t.year = 2018
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.month AS month,
       t.month_name AS month_name,
       round(avg(p.pm25), 2) AS avg_pm25
ORDER BY month",1.0,1.0,0.0,0.8,0.8,0,0,10.513,executed,,1,1
q118,temporal,complex,5,JP04|JP02|JP14|JP05|JP26,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Nara Prefecture'
  AND t.year = 2019
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.season AS season,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS readings
ORDER BY avg_pm25 DESC",1.0,1.0,0.0,0.8,0.8,0,0,15.741,executed,,1,1
q120,temporal,complex,5,JP14|JP02|JP04|JP05|JP08,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Kochi Prefecture'
  AND t.year = 2021
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.month AS month,
       t.month_name AS month_name,
       round(avg(p.pm25), 2) AS avg_pm25
ORDER BY month",1.0,1.0,0.0,0.8,0.8,0,0,11.011,executed,,1,1
q122,temporal,complex,5,JP14|JP04|JP02|JP08|JP15,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Chiba Prefecture'
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.year AS year,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS readings
ORDER BY year",1.0,0.0,0.0,0.0,0.0,0,0,9.363,execution_failure,Timeout: exceeded 30s,1,1
q123,temporal,complex,5,JP02|JP14|JP04|JP05|JP08,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Aichi Prefecture'
  AND t.year = 2022
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.month AS month,
       t.month_name AS month_name,
       round(avg(p.pm25), 2) AS avg_pm25
ORDER BY month",1.0,1.0,0.0,0.8,0.8,0,0,9.767,executed,,1,1
q124,temporal,complex,5,JP02|JP14|JP05|JP04|JP26,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Saga Prefecture'
  AND t.year = 2019
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.month AS month,
       t.month_name AS month_name,
       round(avg(p.pm25), 2) AS avg_pm25
ORDER BY month",1.0,1.0,0.0,0.8,0.8,0,0,9.563,executed,,1,1
q125,temporal,complex,5,JP04|JP14|JP05|JP08|JP02,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Kagoshima Prefecture'
  AND t.year = 2022
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH t.season AS season, round(avg(p.pm25), 2) AS avg_pm25
ORDER BY avg_pm25 DESC
RETURN season, avg_pm25",1.0,1.0,0.0,1.0,1.0,1,1,14.901,executed,,1,1
q127,temporal,complex,5,JP02|JP14|JP15|JP04|JP08,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Tochigi Prefecture'
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.year AS year,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS readings
ORDER BY year",1.0,0.0,0.0,0.0,0.0,0,0,9.797,execution_failure,Timeout: exceeded 30s,1,1
q128,temporal,complex,5,JP14|JP27|JP04|JP02|JP08,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Tokushima Prefecture'
  AND t.year = 2023
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.month AS month,
       t.month_name AS month_name,
       round(avg(p.pm25), 2) AS avg_pm25
ORDER BY month",1.0,1.0,0.0,0.8,0.8,0,0,10.553,executed,,1,1
q129,temporal,complex,5,JP14|JP04|JP08|JP15|JP02,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Saitama Prefecture'
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.year AS year,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS readings
ORDER BY year",1.0,0.0,0.0,0.0,0.0,0,0,9.638,execution_failure,Timeout: exceeded 30s,1,1
q130,temporal,complex,5,JP04|JP02|JP14|JP05|JP22,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Oita Prefecture'
  AND t.year = 2022
  AND p.pm25 >= 0 AND p.pm25 <= 500
  AND t.season IS NOT NULL
RETURN t.season AS season,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS readings
ORDER BY avg_pm25 DESC",1.0,1.0,0.0,0.8,0.8,0,0,16.173,executed,,1,1
q131,health_risk,medium,5,JP19|JP01|JP07|JP05|JP04,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Fukuoka Prefecture'
  AND t.season = 'Winter'
  AND p.pm25_level IN ['Unhealthy', 'Very Unhealthy']
RETURN count(DISTINCT p) AS unhealthy_readings_count",1.0,1.0,0.0,0.0,0.0,0,0,10.398,executed,,0,1
